web,image,price,deal,title,shop,location
//detail.tmall.com/item.htm?id=43789466605&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/2345675018/O1CN01NLhQwq1mwI44NtDsv_!!0-item_pic.jpg,¥288.00,3601人付款,万荣鑫 2020新茶 茉莉花茶特级飘雪浓香型茉莉花茶叶礼盒罐装500g,万荣鑫旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=559696962412&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3448956079/TB2SgQEu5MnBKNjSZFzXXc_qVXa_!!3448956079-0-item_pic.jpg,¥236.00,4642人付款,佰儒 节日礼品 特级金骏眉礼盒装 茶叶礼盒 新茶武夷山金俊眉红茶,佰儒旗舰店,福建 厦门
//detail.tmall.com/item.htm?id=19231114099&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/1730425717/O1CN01uGUTxv1s6QtRYuWI8_!!0-item_pic.jpg,¥230.00,3388人付款,正宗安溪茶叶 铁观音2020新茶 特级铁观音乌龙茶浓香型礼盒装500g,宾之香旗舰店,福建 厦门
//detail.tmall.com/item.htm?id=525070049515&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/1046658019/O1CN01TZ7uXd296keuYSrPb_!!0-item_pic.jpg,¥99.00,5500+人付款,尚一好金骏眉茶叶红茶特级正宗浓香型金俊眉500g散装罐装2020新茶,尚一好旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=610668926885&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/2206219137491/O1CN01pahBMI25CvXXoAv2e_!!0-item_pic.jpg,¥220.00,1842人付款,2020新茶正山小种红茶礼盒装500g特级正宗正山小种茶叶,尊和轩旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=610657158140&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/1755475963/O1CN01Fv7dez1tv6LqEvc4b_!!0-item_pic.jpg,¥128.00,4438人付款,真尚一饮原产福鼎白茶5年老白茶寿眉散装茶叶高山茶太姥山罐装,真尚一饮茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=622963150291&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/2206393232181/O1CN01aeZqmX1RywQlJcsZn_!!0-item_pic.jpg,¥200.00,645人付款,师傅之作 特级碧螺春绿茶浓香型2020明前新茶叶罐装礼盒散装500g,师傅之作旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=38734501989&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/2013851417/O1CN01nLN9pm1ML1ptTYFZM_!!0-item_pic.jpg,¥68.00,5500+人付款,正山小种红茶茶叶特级正宗浓香型红散装礼盒装罐装武夷山2020新茶,淘茶飘香旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=622685817280&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2206393232181/O1CN01oHVW1c1RywQdBGdsR_!!0-item_pic.jpg,¥200.00,647人付款,师傅之作 特级茶叶信阳毛尖绿茶正宗罐装2020年新茶明雨前浓香型,师傅之作旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=40875463426&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/1755475963/O1CN01n7Eb9J1tv6JQrrUqa_!!0-item_pic.jpg,¥95.00,7500+人付款,2020新茶金骏眉茶叶红茶正宗金俊眉浓香型蜜香黄芽共500g罐装礼盒,真尚一饮茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=622279420290&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2980606138/O1CN01XNRE3O1vDFf4XJbTW_!!2-item_pic.png,¥298.00,914人付款,溪观2020新茶正宗明前浓香龙井茶叶500g西湖区绿茶高山龙井礼盒装,溪观旗舰店,福建 泉州
//item.taobao.com/item.htm?id=622609237294&ns=1&abbucket=12#detail,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/660963427/O1CN01Du7ak51bBbvaEfp6P_!!660963427.jpg,¥1880.00,79人付款,高质量白毫银针 福鼎白茶饼白茶 福鼎老白茶叶 镇店之宝 嘴刁,圆阁茶苑,福建 泉州
//detail.tmall.com/item.htm?id=567011144470&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3483491202/O1CN01wjs4vm1KkYgCtusnN_!!0-item_pic.jpg,¥188.00,3806人付款,丽皇香小青柑橘普茶新会陈皮普洱熟茶桔普生晒茶叶礼盒木桶装500g,丽皇香旗舰店,福建 泉州
//item.taobao.com/item.htm?id=588651845332&ns=1&abbucket=12#detail,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/660963427/O1CN01WYvo4L1bBbvdNa1wM_!!660963427.jpg,¥698.00,156人付款,7片整提购2499g 高质量老班章茶叶普洱茶生茶饼茶 云南七子饼茶,圆阁茶苑,福建 泉州
//detail.tmall.com/item.htm?id=592008226434&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2362536288/O1CN01fkvCzv1wJx3aWEu0e_!!0-item_pic.jpg,¥198.00,2144人付款,安溪铁观音茶叶特级清香型兰花香乌龙茶2020新茶散装礼盒装共600g,华源旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=622149261271&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2946292628/O1CN01WZEMjy1VHfTH0Crey_!!0-item_pic.jpg,¥239.00,1054人付款,茗之臻安溪铁观音乌龙茶特级兰花香浓香型2020新茶500g茶叶礼盒装,茗之臻旗舰店,福建 泉州
//item.taobao.com/item.htm?id=574880034462&ns=1&abbucket=12#detail,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/918795360/TB2IdM6IxSYBuNjSsphXXbGvVXa_!!918795360.jpg,¥703.00,91人付款,台湾茶叶协会比赛茶 金赏梨山茶 冻顶乌龙茶 原装礼盒 台湾高山茶,台湾唐明皇茶业有限公司,台湾 南投
//detail.tmall.com/item.htm?id=594310133491&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2201200464066/O1CN01ULl8sW1fuH0x2Htfy_!!0-item_pic.jpg,¥139.00,4150人付款,整提装买2送礼盒 普洱茶熟茶饼 云南七子饼茶叶 特级正品谱耳黑茶,觅思博洱旗舰店,云南 普洱
//detail.tmall.com/item.htm?id=593669798979&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/2201200464066/O1CN01f9EJds1fuH0pqk2pR_!!2201200464066-0-pixelsss.jpg,¥99.00,4734人付款,陈年特级普洱茶熟茶 散茶云南谱耳潽洱荼散装非冰岛金芽 茶叶黑茶,觅思博洱旗舰店,云南 普洱
//detail.tmall.com/item.htm?id=598186792837&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2204175841439/O1CN01aWVKoT1MV6X6u9k5V_!!0-item_pic.jpg,¥318.00,223人付款,柏闽 特级铁观音茶叶浓香型 高山正味兰花香 安溪新茶乌龙茶500克,柏闽茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=610017697193&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3483491202/O1CNA1z82Hfq100e5b4c46b80bb3656b000d_!!1-0-picassodesign.jpg,¥168.00,3572人付款,丽皇香普洱茶熟茶叶碎银子特级茶化石散茶糯米香普洱木桶礼盒装,丽皇香旗舰店,福建 泉州
//item.taobao.com/item.htm?id=520188198063&ns=1&abbucket=12#detail,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/206387565/O1CN01az2hJe25koqQpAhRn_!!206387565.jpg,¥48.00,1.5万+人付款,2020新茶铁观音浓香型 特级安溪铁观音春茶散装500g袋装乌龙茶叶,or7028,福建 泉州
//detail.tmall.com/item.htm?id=612234961779&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2206795035895/O1CN01IR5JmQ1tPxQ8iSjsd_!!0-item_pic.jpg,¥168.00,2429人付款,小茶库凤凰单枞春茶鸭屎香特级潮州凤凰单丛高山乌龙茶叶礼盒装,小茶库茶叶专营店,广东 潮州
//detail.tmall.com/item.htm?id=623709478135&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2946292628/O1CN01P1C16v1VHfTMhRFOB_!!0-item_pic.jpg,¥89.00,770人付款,正宗桐木关黄芽金骏眉红茶特级武夷山茶叶蜜香型散装礼盒罐装600g,茗之臻旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=553760233019&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2455554592/O1CN01BaAJXr1jnBLKuFAqj_!!0-item_pic.jpg,¥99.00,2552人付款,2020新茶金骏眉茶叶红茶特级正宗浓香型礼盒装金俊眉520g散装罐装,凤里香旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=607353400285&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2206709517903/O1CN01M7Z5Sn28Fcif2Km66_!!0-item_pic.jpg,¥259.00,6500+人付款,云南古树茶普洱碎银子茶化石熟普洱茶熟茶糯米香特级茶叶糯香黑茶,问顶旗舰店,云南 西双版纳
//detail.tmall.com/item.htm?id=606230060248&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1667161297/O1CN01on7Js11LS4JDEKujz_!!1667161297-0-pixelsss.jpg,¥48.00,1.5万+人付款,买1送1共500g糯米香普洱茶小沱茶饼云南熟茶小坨小粒装糯香黑茶叶,庆芸茶业旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=622240310692&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2207972523492/O1CN01J5JIEw1bfNffiinWP_!!0-item_pic.jpg,¥258.00,490人付款,2020新春茶王氏雄风特级浓香型安溪铁观音茶叶乌龙茶礼盒装500g,王氏雄风旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=619081866664&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/3408785270/O1CN01lpw9GH1onhs6ARPYk_!!0-item_pic.jpg,¥228.00,4645人付款,碧螺春2020新茶特级浓香型明前特级苏州绿茶散装茶叶嫩芽500g,茶小新旗舰店,江苏 苏州
//detail.tmall.com/item.htm?id=556772183225&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/3249953402/O1CN01cQIzMe1b0A11MER3G_!!0-item_pic.jpg,¥56.90,25万+人付款,修正红豆薏米芡实茶饮赤小豆薏仁茶苦荞大麦茶叶花茶组合官方正品,修正韵芝专卖店,浙江 杭州
//detail.tmall.com/item.htm?id=520888090529&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2453421159/O1CN01xNwzn41KQreQvz28p_!!0-item_pic.jpg,¥289.00,1139人付款,金骏眉茶叶红茶特级正宗浓香型武夷桐木关金俊眉小包装礼盒250g,金红眉旗舰店,福建 厦门
//item.taobao.com/item.htm?id=619079169689&ns=1&abbucket=12#detail,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/1620771819/O1CN01hs4ESN1PJ92zV6EJY_!!1620771819.jpg,¥268.00,1990人付款,西湖龙井2020新茶正宗杭州明前特级A 狮峰绿茶散装龙井茶叶250g,艺品绿茶,浙江 杭州
//detail.tmall.com/item.htm?id=528470954192&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/747588898/O1CN01MGJ91j2FbKnoMo2TZ_!!0-item_pic.jpg,¥78.00,6500+人付款,大红袍特级正宗2020新茶500g武夷岩茶浓香型茶叶肉桂桶装散装广蕴,广蕴旗舰店,福建 泉州
https://click.simba.taobao.com/cc_im?p=%B2%E8%D2%B6&s=1822230482&k=577&e=OOU%2BHlTeDLR564MjWtmGOz5uBScfp5figFk3i4ogPYMiw9kZOvOKrDSm9tDWHoqHcbqMEPQKZqyN48E%2FdDLPxyHOWKj38n1hpz1oYS4nL9jvpaDiaDMaR2EwkmriLqHRLf75Ia6dRJNIa66fmeJj5SFPUuy%2F07RoP2MKFOCbXVDx6%2BbZVv2cCc19JEGL4Mww1zTKQtRXwDFbZVQ2QMrVBQxDmRW8q%2FWZzPFT8AI0yJ9FGigwy9ZsXgBLD%2BdZEl%2FiGo%2FIpkyJhtb0TNTUIOjR%2FrtQP84zwl1jQd8zySjwDkmhvHADUSTRO%2BfHSNhj6t9hcpHfTK9wAGd1dVAvg6PLBeWNCOOypnaNtykFwVrbwIs%2FLdtFZifOF8bxjz8a0g0y5EvNPele%2FW9vwMTUUUIRkgHQHO5C9VCGi%2F3d5ZECZkDJ1iaZvIcH7PlZ87DfTR03cQ2v1CusQOHLb7LOcbZIyOPhcLRvfVlHDxUtdMB1pEKyAYWOAmlWDkAS8gvti6%2BLNl0fAC159%2FGvsh5QUamoTZD3ozKF5Ng%2F3Bjy1XKYhhS8%2BjDDyLk13e40j9kU4WdR,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/13373439/O1CN01fKQDHT1bH6gQf6uMM_!!0-saturn_solar.jpg,¥158.00,104人付款,天福茗茶 特级安溪铁观音 2020春茶 乌龙茶叶礼盒装 铁观音茶礼,天福茗茶,福建 厦门
//detail.tmall.com/item.htm?id=616174890852&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/725677994/O1CN01fIYn1y28vIkw61BRp_!!0-item_pic.jpg,¥88.00,440人付款,包邮艺福堂茶叶2020新茶浙香高山云雾毛尖日照正宗250g散装绿茶,天猫超市,上海
//detail.tmall.com/item.htm?id=614489362462&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/688187172/O1CN015EjiLj22qpAsHBc6f_!!0-item_pic.jpg,¥29.90,113人付款,八马茶叶 安溪铁观音清香型兰花香特级品鉴装75克,八马旗舰店,广东 深圳
//detail.tmall.com/item.htm?id=35466663421&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/404984946/O1CN017oVVmW1mPJYUHNyx6_!!0-item_pic.jpg,¥128.00,535人付款,武夷星茶业大红袍礼盒装400g武夷山大红袍武夷岩茶乌龙茶茶叶散装,武夷星旗舰店,福建 南平
//detail.tmall.com/item.htm?id=585310589478&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/404984946/O1CN0122F0O61mPJXYQ0dba_!!0-item_pic.jpg,¥260.00,21人付款,武夷星岩香大红袍茶叶礼盒装500g武夷岩茶乌龙茶武夷山大红袍散装,武夷星旗舰店,福建 南平
//detail.tmall.com/item.htm?id=578603018944&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/684357635/O1CN01hWlVLP26GsVXWbfTR_!!0-item_pic.jpg,¥168.00,539人付款,特级武夷岩茶组合/1000g大红袍水仙肉桂奇兰茶叶小泡袋散装礼盒装,天心华富旗舰店,福建 南平
//detail.tmall.com/item.htm?id=602801735547&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2206515630139/O1CN01jr30Qt1CthesTN7eo_!!2206515630139.jpg,¥198.00,242人付款,武夷岩茶2020新茶武夷山大红袍茶叶特级正宗小包装袋装礼盒装500g,岩友会旗舰店,福建 南平
//detail.tmall.com/item.htm?id=41715558591&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/1895455201/O1CN01ly3BbV1oI6YBnHxVj_!!0-item_pic.jpg,¥98.00,68人付款,曦瓜贺岁大红袍256g武夷山大红袍茶叶礼盒装浓香武夷岩茶送礼,曦瓜旗舰店,福建 南平
//detail.tmall.com/item.htm?id=570840211886&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2452562325/O1CN01r5CTdG1T2tRwZYq5R_!!0-item_pic.jpg,¥368.00,3224人付款,2020新茶金骏眉红茶特级茶叶正宗浓香型金俊眉散装500克罐装送礼,闽丹茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=21535943979&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/1730425717/O1CN01Dp1yyd1s6Qmf0GpP0_!!0-item_pic.jpg,¥350.00,3225人付款,宾之香特级铁观音2020新茶安溪春茶浓香型茶叶兰花香罐装礼盒500g,宾之香旗舰店,福建 厦门
//detail.tmall.com/item.htm?id=612536270950&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/1088706868/O1CN01SD4aRa20banBV2dhh_!!0-item_pic.jpg,¥268.00,2876人付款,御兴 2020新茶正宗明前浓香龙井茶叶500g西湖区绿茶高山龙井春茶,御兴旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=528850389297&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/2345675018/O1CN01Qn6Kc11mwI3tyezIq_!!0-item_pic.jpg,¥228.00,6000+人付款,2020春茶特级高山铁观音新茶安溪铁观音茶叶清香型500g礼盒装,万荣鑫旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=521289426488&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2452562325/O1CN01r8sGxf1T2tRzQ8Ken_!!0-item_pic.jpg,¥368.00,3228人付款,2020新茶春茶特级浓香型安溪铁观音茶叶兰花香乌龙茶礼盒装500克,闽丹茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=599934211050&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2206219137491/O1CN01ilR5Uv25CvX3ZTTcJ_!!0-item_pic.jpg,¥220.00,2833人付款,2020新茶铁观音茶叶礼盒装安溪铁观音特级浓香型小包装共500g,尊和轩旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=576439791355&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/3448956079/O1CN01Iqh7jw1umEFrzZqwM_!!0-item_pic.jpg,¥328.00,3507人付款,佰儒 2020特级新茶安溪铁观音茶叶 春茶正味清香型 兰花香500g,佰儒旗舰店,福建 厦门
//detail.tmall.com/item.htm?id=43789466605&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/2345675018/O1CN01NLhQwq1mwI44NtDsv_!!0-item_pic.jpg,¥288.00,3601人付款,万荣鑫 2020新茶 茉莉花茶特级飘雪浓香型茉莉花茶叶礼盒罐装500g,万荣鑫旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=559696962412&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3448956079/TB2SgQEu5MnBKNjSZFzXXc_qVXa_!!3448956079-0-item_pic.jpg,¥236.00,4642人付款,佰儒 节日礼品 特级金骏眉礼盒装 茶叶礼盒 新茶武夷山金俊眉红茶,佰儒旗舰店,福建 厦门
//detail.tmall.com/item.htm?id=19231114099&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/1730425717/O1CN01uGUTxv1s6QtRYuWI8_!!0-item_pic.jpg,¥230.00,3388人付款,正宗安溪茶叶 铁观音2020新茶 特级铁观音乌龙茶浓香型礼盒装500g,宾之香旗舰店,福建 厦门
//detail.tmall.com/item.htm?id=525070049515&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/1046658019/O1CN01TZ7uXd296keuYSrPb_!!0-item_pic.jpg,¥99.00,5500+人付款,尚一好金骏眉茶叶红茶特级正宗浓香型金俊眉500g散装罐装2020新茶,尚一好旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=610668926885&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/2206219137491/O1CN01pahBMI25CvXXoAv2e_!!0-item_pic.jpg,¥220.00,1842人付款,2020新茶正山小种红茶礼盒装500g特级正宗正山小种茶叶,尊和轩旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=610657158140&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/1755475963/O1CN01Fv7dez1tv6LqEvc4b_!!0-item_pic.jpg,¥128.00,4438人付款,真尚一饮原产福鼎白茶5年老白茶寿眉散装茶叶高山茶太姥山罐装,真尚一饮茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=622963150291&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/2206393232181/O1CN01aeZqmX1RywQlJcsZn_!!0-item_pic.jpg,¥200.00,645人付款,师傅之作 特级碧螺春绿茶浓香型2020明前新茶叶罐装礼盒散装500g,师傅之作旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=38734501989&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/2013851417/O1CN01nLN9pm1ML1ptTYFZM_!!0-item_pic.jpg,¥68.00,5500+人付款,正山小种红茶茶叶特级正宗浓香型红散装礼盒装罐装武夷山2020新茶,淘茶飘香旗舰店,福建 泉州
